TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,Income,Expenditure,GiftsTransaction,TransactionAmount,TransactionType,TransactionLocation,DeviceType,Terrorism,UserTenure,IsFraud
595,1082,23,0,0,3,2,4,50658.48,39937.05,2045.42,1757.16,2,1,1,0,66,1
15832,443,23,0,2,0,0,3,102678.35,32163.548,29064.82,84.768,0,6,0,0,8,0
7799,3131,32,0,2,1,1,0,37587.34,15974.18,3904.36,201.61,1,7,0,0,102,0
9186,2168,42,0,1,2,1,3,62742.3,28130.08,14282.8,493.86,1,6,0,0,36,0
9746,521,37,0,2,1,3,2,48379.15,18707.17,2232.22,614.34,3,2,0,1,52,1
1951,4361,44,0,2,1,0,1,72238.44,48804.57,6950.06,34.44,1,0,0,0,107,0
14866,2762,45,1,0,1,2,3,91383.46,28708.276,5211.74,73.672,1,0,0,0,20,0
12992,3302,23,1,1,0,1,3,129134.88,55631.92,5809.84,142.73,1,6,2,0,39,0
12189,533,41,0,2,1,1,3,89782.89,67481.58,21715.7,88.06,3,4,1,0,57,1
15364,1961,36,1,3,2,0,2,87757.63,55836.904,17292.89,196.836,1,1,0,0,75,1
6944,2577,50,0,2,1,0,2,106472.3,61932.58,5518.24,17.8,1,2,0,1,50,0
7830,1194,39,0,2,0,1,4,56276.52,28970.93,3066.86,105.18,1,1,1,1,29,1
2513,3167,25,0,2,3,0,0,49041.99,20668.03,3254.42,499.63,3,1,1,0,1,1
6732,682,36,0,2,0,1,3,69653.63,31054.06,1877.12,815.97,3,5,0,0,88,1
5559,4824,24,0,1,0,1,0,90194.4,68009.92,17095.12,83.53,2,1,0,0,38,1
18144,3412,24,0,1,2,1,0,143858.2,78742.504,22103.17,547.624,1,4,0,0,87,0
7860,1718,35,0,2,1,1,4,23737.04,17269.8,2096.4,171.76,0,3,0,0,110,0
15298,3355,33,1,2,3,0,1,144395.42,64863.216,10351.86,149.184,1,2,1,0,51,1
4700,2735,39,2,0,1,0,4,68857.24,23116.02,11761.46,157.6,1,7,0,1,118,0
2233,1559,-1,0,0,0,1,0,131302.53,48136.11,11834.84,44.16,1,5,1,1,55,0
17196,3389,37,1,0,0,1,3,86010.1,60613.592,14335.94,64.412,1,0,0,0,20,0
7956,1690,18,2,2,1,0,3,64733.36,22573.84,530.08,198.57,3,4,2,1,94,1
1176,4972,25,1,0,1,1,0,42986.98,20130.48,4132.0,21.89,3,4,2,0,71,1
16854,189,49,1,0,0,1,0,50931.31,22658.652,4451.52,61.064,1,2,0,0,41,0
13483,3882,39,1,1,1,1,0,58818.24,35177.33,5514.66,1219.48,2,3,0,0,17,0
15927,4000,25,1,2,0,1,2,51208.0,23515.172,6352.93,161.448,1,5,0,0,32,0
14845,3114,51,0,0,0,0,4,126480.73,97506.628,2545.27,429.32,1,7,0,0,56,0
15400,3186,39,1,2,3,0,0,96064.29,46015.0,8792.27,40.168,3,7,0,0,78,1
12579,739,43,1,2,1,1,1,50934.97,30639.12,5176.12,322.16,1,7,0,0,109,0
12431,2873,33,1,3,0,0,2,39808.4,25555.4,5843.4,249.16,2,6,0,1,62,0
11319,1575,48,1,2,1,1,0,43289.5,29933.29,4595.66,168.87,1,1,1,1,18,0
4241,3535,37,1,2,1,1,4,34648.38,10466.32,2450.9,92.15,1,5,0,0,20,0
5424,4450,28,1,2,2,0,1,32393.09,15364.34,3059.02,850.62,1,3,0,0,116,0
7447,4412,33,1,3,0,1,3,37715.09,16909.91,5908.98,314.08,1,1,0,0,37,0
3401,4333,39,0,3,0,1,4,53320.92,32024.32,2080.92,42.86,1,7,0,0,12,0
7492,2037,33,0,1,0,0,3,82634.68,63813.65,15465.66,148.98,0,5,0,0,116,0
13628,593,33,0,2,0,2,2,88159.88,50505.18,12756.96,45.62,0,0,0,0,52,1
1550,3352,47,0,2,1,0,1,84697.12,48925.83,1026.7,974.16,1,0,0,0,50,0
1009,4889,39,1,0,1,3,0,37933.77,18768.96,2313.14,91.43,1,1,0,0,96,0
12491,783,-1,1,2,1,0,4,80447.95,60613.52,301.1,11.39,1,4,0,0,11,0
14398,802,32,1,2,2,1,2,69370.61,31347.33,19011.88,32.61,3,7,2,0,20,1
5095,2386,35,0,0,0,2,1,94281.25,73284.37,1662.22,248.32,3,6,0,1,65,1
648,2545,43,1,0,0,0,2,35640.46,17384.19,322.32,185.38,2,6,1,1,3,0
12079,3028,48,0,2,0,0,4,40425.79,16913.1,5474.4,818.0,3,3,0,1,34,1
4975,1619,49,1,0,2,1,2,36709.08,13802.11,2177.58,90.31,2,0,0,1,38,0
15569,1853,34,0,0,0,1,0,55240.65,24483.752,1057.25,318.776,0,7,1,0,104,0
13381,1262,49,1,1,2,1,3,115326.18,43578.01,10569.62,228.69,3,5,0,1,54,0
13999,3265,43,1,1,1,1,4,84989.93,64544.35,4429.18,261.83,2,4,1,0,93,0
8742,4370,45,1,2,2,0,1,72813.48,36961.9,14312.76,967.06,2,5,0,1,71,0
8169,4577,19,1,2,1,1,4,38963.8,25014.77,484.62,850.31,1,7,0,0,114,1
11257,3258,43,1,3,2,1,1,49136.66,35310.24,6868.02,285.71,1,2,1,1,39,0
6860,4683,30,0,2,2,1,4,110108.91,69668.96,6258.08,169.56,2,5,1,0,61,0
15404,1640,35,1,2,0,1,2,123562.46,76154.696,1210.66,796.328,0,2,0,0,15,0
7027,242,33,1,0,1,1,2,104576.28,79282.68,14298.08,23.05,1,4,1,0,46,0
10946,1778,-1,0,3,1,0,1,97577.09,60515.45,7364.1,460.11,2,7,0,0,53,0
8699,2438,35,0,2,0,0,0,70684.71,32117.55,8473.22,70.16,1,2,1,1,93,1
211,3900,28,0,0,0,0,1,138819.69,99676.3,11627.24,166.12,1,3,0,0,25,0
17049,4093,43,0,0,2,2,2,73901.26,28585.66,1265.26,327.004,1,1,0,1,53,1
6343,1044,41,1,2,0,0,0,64979.65,51246.11,246.78,254.89,3,3,1,1,61,1
1781,3019,27,0,0,1,1,0,61701.26,38148.25,6057.96,516.31,0,7,0,1,14,0
3543,4829,38,0,0,3,0,3,58414.24,23791.91,10346.64,30.54,0,0,0,0,78,0
1438,953,26,0,2,3,1,0,120697.26,81546.41,14765.86,48.51,0,0,0,0,108,1
2868,4919,41,1,0,0,1,1,84593.47,46094.64,2078.08,35.21,2,3,0,1,112,0
2434,491,21,0,3,3,1,2,27120.14,17471.3,537.86,108.46,2,6,0,0,25,1
6830,2940,49,1,0,3,1,1,40328.69,27982.55,4373.2,44.94,0,4,0,0,84,0
4792,2293,68,1,2,0,0,1,124460.29,47688.69,7239.24,41.28,3,0,0,0,60,1
9420,4171,-1,1,0,2,1,4,56817.23,18016.98,12909.6,167.13,3,1,0,0,50,1
13573,4092,45,0,0,3,1,0,46781.11,34761.16,1916.9,44.99,1,7,0,0,85,0
14020,3550,35,1,0,0,0,0,76740.87,60593.57,6162.56,77.69,3,0,0,1,4,1
6475,4298,32,0,2,1,1,2,49122.36,28131.85,762.78,174.07,1,2,1,0,95,0
9506,2760,53,2,1,1,1,4,70836.03,50081.45,1548.36,121.75,3,1,2,0,89,1
12760,2119,22,1,2,0,0,1,84832.8,25823.64,14856.02,66.2,1,4,0,0,4,0
13743,462,-1,0,0,0,0,4,127411.49,76032.15,11904.0,182.14,3,5,0,0,35,0
12214,1502,40,1,0,2,0,1,40621.74,22185.75,8246.3,29.42,1,6,1,0,10,0
12940,3866,21,1,2,2,1,1,72809.44,36132.69,5381.42,249.17,2,4,1,1,106,0
12,2904,44,0,3,1,1,0,113357.94,65793.06,33842.36,40.11,1,3,0,0,97,0
15253,847,48,0,2,0,0,0,78501.97,46436.348,7553.34,165.792,1,2,0,0,82,0
818,2918,42,0,1,1,0,3,100371.11,37216.97,3968.08,11.52,1,1,1,1,60,0
15086,4316,32,1,0,1,2,3,56775.47,22514.928,10880.83,108.872,1,6,1,0,35,0
8184,256,29,0,0,0,2,3,27504.36,8745.85,1556.0,130.16,2,4,1,0,80,0
453,4825,38,0,2,1,1,3,56179.6,27605.53,4278.86,163.42,3,1,2,1,69,1
12281,2322,21,1,2,0,1,3,34940.74,11926.35,3035.08,17.22,1,3,0,0,101,1
18007,1211,28,1,1,1,1,1,89020.1,45567.088,1154.15,1168.6,1,2,1,0,64,0
9848,1822,22,1,2,1,2,4,67604.85,46629.62,4885.14,191.85,1,3,1,1,91,0
3457,311,48,0,2,0,0,3,45301.3,14787.3,4604.1,130.13,1,1,1,0,61,0
15800,3686,40,0,2,2,1,4,34049.54,13523.64,4974.35,269.68,3,1,0,1,52,1
16135,1991,43,1,2,0,1,2,33700.66,15685.456,3025.05,91.956,1,4,1,0,95,1
17086,3929,35,1,2,2,1,3,53563.67,38914.2,9088.89,175.672,0,3,0,0,109,0
11784,4316,32,1,0,1,2,3,56775.47,22605.35,11098.44,85.91,2,7,1,0,35,0
15203,2195,26,1,1,1,0,4,89571.47,28920.216,144.13,44.392,1,1,0,1,14,0
940,1928,24,1,2,0,1,1,48933.18,29532.04,9552.26,72.27,1,0,0,0,93,0
2739,4938,37,1,2,1,0,4,171512.74,130763.28,1151.78,26.69,1,7,1,0,65,1
9604,3600,18,0,0,0,2,4,43330.02,34149.4,2462.88,123.97,1,3,0,1,66,1
12863,4393,-1,1,2,1,1,2,69612.32,44393.28,7777.54,71.05,1,5,0,0,110,0
13129,347,34,0,2,1,1,2,84020.94,67181.51,6946.12,913.39,3,1,1,0,27,1
10219,3297,39,0,3,0,3,3,38981.9,23979.06,3965.58,180.5,0,5,1,0,77,0
15286,1604,39,0,2,2,1,3,37413.88,23815.704,2922.16,59.204,3,5,0,0,103,0
17873,1082,23,0,0,3,2,4,50658.48,39777.3,2005.32,1766.892,1,1,0,0,66,1
4071,2214,32,0,2,0,3,2,45502.15,19459.19,3273.28,22.28,2,6,2,0,17,0
1400,3457,36,1,2,1,0,1,128257.78,90564.14,12601.46,85.49,1,7,0,1,22,0
7690,2444,34,1,2,1,1,0,59336.16,43846.9,2101.08,11.61,1,4,0,0,31,1
8222,1646,53,1,0,0,0,4,26580.9,14936.18,1718.38,410.51,2,0,0,0,37,0
8123,3233,34,0,0,1,0,2,43309.78,17715.68,1553.78,88.58,1,6,0,0,85,0
6363,2216,34,1,2,0,0,4,39404.23,17296.09,2907.42,14.15,2,3,1,0,107,0
5796,4896,30,1,0,1,1,0,53391.48,41193.9,7200.24,294.03,1,2,0,0,60,0
3677,4140,27,0,2,1,1,4,51598.08,16145.44,6114.46,134.3,1,1,0,1,76,0
15964,2155,26,2,3,0,0,3,60007.9,24084.384,5204.81,64.428,1,0,1,0,92,0
12280,2225,39,1,2,0,2,2,33904.85,23975.32,2502.52,1751.29,3,1,2,0,102,1
15436,4539,39,1,0,0,1,1,38647.72,27225.828,761.12,59.824,3,7,1,1,104,1
12802,2940,49,1,0,3,1,1,40328.69,27982.55,4373.2,35.75,1,4,1,0,84,0
11443,877,39,1,2,0,0,4,61284.85,36604.93,2428.54,21.07,1,7,1,0,19,0
5188,2541,60,0,0,0,1,3,33481.35,19361.48,1255.7,2.32,1,2,0,1,58,0
17991,4671,33,0,2,1,1,3,71585.22,45100.196,6695.08,17.648,1,1,0,0,85,0
1108,3464,48,2,2,0,1,0,66686.15,28107.82,5383.24,163.48,3,5,1,0,52,0
15696,3604,21,0,0,0,1,1,129188.54,60426.512,19135.28,233.98,3,2,0,1,87,1
3229,4922,46,0,2,0,0,2,72968.32,22114.52,3665.94,14.11,3,6,1,0,99,1
11621,2623,42,0,1,2,0,0,65902.34,23207.67,6303.58,115.76,1,7,1,0,6,0
12929,1185,49,0,2,2,1,3,57978.85,28407.36,8324.78,219.54,2,6,0,0,52,0
16702,1503,43,1,0,1,1,1,100479.56,33362.952,3690.3,36.872,1,7,0,1,66,1
13727,2171,26,0,2,0,0,2,86645.24,64080.34,7641.36,142.44,3,3,0,0,15,1
5835,4935,32,1,2,1,1,2,54748.12,39223.63,2693.56,457.65,3,2,0,0,46,1
4326,4798,51,1,0,0,0,1,77708.77,30305.64,2523.92,88.6,3,5,1,0,34,0
12632,1722,26,1,2,0,0,4,145058.55,78067.56,3623.84,148.81,2,6,0,1,44,0
14033,2763,19,0,2,0,0,4,154244.67,71010.03,9991.72,69.54,1,0,1,0,101,0
2553,1418,46,0,2,1,1,1,111037.66,68577.69,8815.54,321.78,3,4,0,0,99,1
2686,4377,33,1,2,0,0,4,45448.47,24620.8,4609.28,36.57,1,4,1,0,48,0
1040,4278,-1,0,3,2,0,4,83087.42,63464.03,1978.46,267.82,1,1,2,1,16,0
1563,2094,-1,0,2,2,0,1,50024.22,15879.03,709.72,26.46,3,3,0,0,44,1
14796,1092,35,0,2,1,1,3,174007.38,122553.788,10916.07,117.028,0,7,1,1,49,1
555,3225,19,0,0,1,0,4,114455.03,43220.67,9086.38,249.69,1,2,1,0,55,0
3071,2378,37,1,3,1,1,1,71657.87,45340.15,2639.1,1477.5,3,0,1,0,87,1
4474,4377,33,1,2,0,0,4,45448.47,24620.8,4609.28,24.35,3,0,0,0,48,1
7529,897,19,0,2,0,1,2,114419.13,56983.13,4663.0,86.86,3,6,0,0,106,1
17016,2026,39,1,3,0,1,2,72603.51,47243.26,10974.75,17.628,1,2,2,0,45,0
16262,666,48,1,2,1,0,4,50075.89,19345.228,4492.68,57.216,1,3,0,0,14,0
13426,3790,19,1,2,1,0,1,59969.65,32774.01,3850.04,111.9,2,1,0,1,21,0
1416,4356,41,0,2,0,0,1,39045.69,15311.6,2685.7,202.67,3,0,0,1,55,1
12061,2402,54,1,3,0,0,1,113507.78,85220.36,10086.88,129.62,1,4,0,0,89,0
15631,73,32,1,0,0,2,2,56159.08,34675.62,4977.56,26.808,3,4,0,0,118,1
11188,1571,37,1,2,0,0,3,51221.69,22828.55,2998.62,386.78,1,1,1,0,102,0
4601,2912,40,0,0,0,1,2,126483.07,60447.91,6721.54,193.51,2,3,0,1,112,0
9410,2569,39,1,0,0,0,0,57427.16,35859.76,3905.14,143.05,0,5,0,1,12,0
12103,3741,42,0,3,2,0,2,102098.54,36394.21,13199.18,448.9,0,2,0,0,61,1
7961,4007,58,2,2,0,2,1,37671.79,15668.1,5089.36,262.85,0,0,0,0,23,0
7399,4848,40,1,2,1,0,1,59289.46,28552.19,3398.4,132.07,1,7,0,0,63,0
17597,2006,41,0,2,1,0,2,68140.84,21789.88,4647.9,2.372,3,5,0,0,9,1
14979,3963,37,0,2,1,0,2,59926.02,37398.992,11803.47,96.464,1,3,1,0,35,0
15059,3798,33,1,0,0,0,1,94374.04,43130.444,1602.96,455.384,2,2,0,1,118,0
8961,3208,41,0,2,0,0,2,70010.13,25398.23,525.32,34.61,1,5,0,1,74,0
10159,3526,37,0,2,0,1,2,71616.49,37488.4,2859.72,160.55,2,0,0,0,29,1
16939,972,25,1,0,0,0,0,84482.12,55294.164,3373.28,14.764,3,3,1,0,56,1
10970,4993,30,2,2,1,1,0,93858.86,59471.37,7683.74,214.15,1,5,2,0,75,0
13525,176,26,0,2,0,0,0,35342.66,16997.57,3130.32,83.85,1,7,0,1,109,0
10508,2194,33,0,2,0,0,1,64667.86,20755.38,9405.48,225.35,1,4,0,0,2,1
9019,452,18,1,1,0,0,1,36271.7,27571.21,696.46,130.47,2,1,0,0,84,0
16218,1799,40,1,0,1,2,0,54326.22,19286.932,2054.9,295.196,3,4,0,0,99,1
28,3926,41,0,2,2,0,3,30715.1,10359.69,1309.66,38.57,3,1,0,0,115,1
15959,1319,35,0,2,3,0,4,61434.93,43483.148,4730.11,247.432,1,4,1,0,17,0
355,1359,22,1,2,3,0,4,92136.67,65345.75,6430.58,71.48,3,5,2,0,83,0
9621,883,42,0,1,0,3,1,36013.16,15599.35,2208.08,867.9,1,1,0,0,110,0
15181,1991,43,1,2,0,1,2,33700.66,15685.456,3025.05,2780.988,0,3,1,0,95,1
17726,3186,39,1,2,3,0,0,96064.29,46015.0,8792.27,1225.804,1,4,2,0,78,1
15168,4085,30,0,2,2,0,1,133113.28,60165.304,6285.31,651.116,1,7,0,1,102,1
16576,3417,20,0,0,1,1,2,102047.79,71047.04,16021.5,224.74,1,0,0,1,7,0
8524,4122,25,1,0,2,1,0,118324.15,43313.87,7082.16,3370.34,1,7,2,1,79,1
5643,894,34,0,2,1,1,0,73003.58,22699.86,14324.68,6027.06,2,1,0,1,94,1
6865,3902,46,1,0,2,1,0,67126.03,45022.83,5246.26,287.48,0,2,0,1,73,1
12315,4338,-1,1,2,3,1,0,42421.74,24604.95,3560.8,236.99,1,6,0,0,93,0
16342,4233,26,0,2,0,1,1,57018.93,33780.416,446.54,69.7,1,5,0,1,26,0
3675,4651,50,0,3,1,1,3,67543.96,35660.73,3085.14,367.17,1,2,1,0,61,0
4224,3332,36,1,0,1,1,1,65604.87,35251.52,2973.14,337.42,1,1,0,0,94,0
964,3596,23,1,0,1,1,3,45920.3,28778.45,2660.34,454.82,2,0,1,0,75,1
6749,2495,23,1,0,0,0,0,83010.11,26681.42,4216.84,56.77,0,7,0,1,35,1
120,1148,36,1,0,1,0,4,86739.58,31659.69,8260.28,994.91,3,7,2,0,100,1
6794,1135,31,1,2,0,0,2,117064.05,37154.75,3599.5,440.22,1,1,0,1,67,0
4228,4310,26,1,2,2,1,4,69260.03,50595.17,3088.42,291.17,1,0,0,0,88,0
5579,2546,56,0,2,0,1,0,85541.96,54797.9,18497.78,138.79,2,7,1,0,70,0
328,1853,34,0,0,0,1,0,55240.65,24582.08,1078.4,273.53,3,4,0,0,104,1
4710,4685,-1,1,2,0,1,4,28040.21,12034.34,333.84,1069.52,2,6,1,1,22,0
3281,2319,18,1,0,0,0,3,29590.88,17508.4,2198.5,462.68,2,0,2,0,6,0
2370,261,32,0,0,0,1,1,116865.46,86463.54,3463.84,740.81,0,4,1,1,76,0
5522,304,18,1,2,1,1,4,49501.31,26855.01,708.12,111.95,1,4,0,1,40,0
2544,1431,58,0,2,1,1,1,136233.35,58294.99,1700.2,743.04,2,6,2,0,89,0
11353,47,40,0,2,2,0,4,41046.83,25952.88,1903.7,59.59,1,0,1,0,17,0
13973,3844,26,0,0,1,0,3,39054.75,16016.52,10604.8,132.93,1,5,1,0,1,0
2178,3712,19,1,0,3,0,3,49794.72,17051.22,3895.52,321.68,3,7,1,1,99,1
4898,1348,-1,0,1,1,1,1,17520.34,7284.26,376.24,79.52,3,6,0,0,20,1
5153,22,28,2,2,0,3,0,93902.31,58363.98,13063.8,39.68,3,7,1,1,17,1
1209,4365,49,1,2,0,1,1,40296.21,21333.27,2736.88,144.79,1,5,2,1,54,0
10843,2941,38,0,3,1,1,2,86135.7,58642.77,9361.06,149.78,1,4,0,0,49,0
15351,3494,40,1,0,1,0,1,78451.56,42321.732,5066.98,132.476,1,5,0,0,50,0
13682,4359,42,0,0,0,1,3,90146.27,64201.96,29102.56,73.18,3,7,0,0,37,1
3123,1035,26,0,2,1,0,2,91774.65,29361.14,3645.5,149.85,1,0,0,0,72,0
78,1758,47,1,2,0,2,4,110707.79,79237.22,5328.04,220.39,1,5,2,0,82,0
9736,1080,24,0,0,2,1,2,49866.12,38466.18,2366.84,184.53,2,4,0,1,17,0
14449,4653,-1,1,0,1,1,4,30746.35,23312.6,1933.76,368.61,1,3,0,0,7,0
3766,155,39,1,1,1,0,3,59481.43,27141.16,2913.18,40.69,3,1,0,1,43,1
14731,1773,28,1,2,0,1,0,99942.22,62695.948,2859.62,65.376,1,4,0,1,83,0
12939,4481,25,0,0,1,0,4,63305.02,20802.65,9312.88,20.39,1,1,0,1,119,0
15472,3350,34,0,0,0,1,3,78943.77,55865.54,7496.11,39.012,3,5,0,0,88,0
600,2962,37,1,2,0,1,2,73711.66,27304.81,13830.04,95.86,1,4,0,1,93,0
13789,3916,31,0,0,0,0,4,40520.11,16975.1,4229.36,1259.93,0,4,1,0,80,0
4550,1681,40,0,2,0,1,0,31488.51,9548.16,3635.66,156.03,1,3,0,0,112,1
943,2511,20,0,1,0,1,1,106121.79,58300.76,5455.12,64.69,3,0,0,0,22,1
16544,4852,43,1,0,2,0,4,45970.02,26266.132,5720.9,217.572,1,4,2,1,69,0
11034,4849,33,1,2,1,2,0,54543.75,18189.8,9884.98,154.2,3,6,0,1,50,1
15221,3868,39,1,1,1,1,0,70870.7,52288.108,4711.89,805.472,2,7,0,0,115,0
12414,3848,32,1,2,1,1,1,46783.3,18737.36,1221.12,178.08,1,3,0,1,81,0
9314,1163,-1,1,2,0,1,0,81514.84,44574.53,16014.64,25.95,1,7,0,1,30,1
13526,1251,42,0,3,0,1,0,55568.14,39977.73,2423.86,29.21,1,6,1,1,5,1
12896,2329,32,1,3,2,0,0,78707.17,57727.49,4095.2,72.73,2,6,0,1,51,1
1561,4287,38,0,0,0,3,1,65954.09,35135.85,12368.32,467.9,1,2,0,0,72,0
15888,4608,31,1,1,3,0,0,35661.79,11341.412,2588.6,46.344,1,3,0,0,13,1
6213,1127,18,1,2,0,0,4,77687.03,41624.13,559.62,30.75,0,1,0,1,99,0
14829,3418,36,1,3,0,1,3,35863.49,26701.564,5392.23,226.796,3,1,0,1,73,1
4541,4962,22,1,0,1,1,2,29260.44,22668.39,219.34,163.04,2,0,0,0,46,1
1782,1210,30,1,0,0,0,1,55403.96,33267.59,2708.5,123.77,3,3,0,1,65,1
10772,3310,18,1,2,0,1,1,61810.05,46992.82,8580.34,163.41,1,0,0,1,90,1
1095,2912,40,0,0,0,1,2,126483.07,60447.91,6721.54,125.81,1,2,0,1,112,0
5544,2442,37,0,2,0,0,2,58940.15,42179.23,11775.2,243.44,3,4,0,0,20,1
14632,4215,42,1,1,0,1,4,79278.02,50230.412,16078.46,145.888,2,6,0,1,30,0
14682,3555,43,1,0,1,1,1,129529.9,44659.316,23606.64,446.776,1,2,0,0,14,0
17386,9,25,1,2,2,1,0,71861.54,49719.772,23385.58,70.524,2,1,1,0,99,1
677,2667,44,0,3,0,1,4,65726.08,40016.6,3274.62,86.7,1,2,1,1,37,0
15237,3050,31,1,3,0,0,4,42099.6,18465.712,2505.72,224.02,1,6,1,0,111,0
1392,1733,20,0,3,0,1,4,121786.22,95466.1,4498.44,81.05,1,6,1,0,22,0
752,1542,40,1,2,0,1,4,48970.06,25688.28,1428.32,233.31,1,5,0,0,26,0
12969,4678,-1,1,0,3,0,1,61850.79,19247.94,1462.44,5.2,3,7,1,1,115,1
3737,2588,37,0,0,1,1,1,35557.88,18371.65,149.52,32.81,2,0,0,0,59,0
2976,4883,39,1,1,1,3,1,34958.18,25789.2,872.2,152.54,1,4,0,0,73,0
6694,3122,43,0,0,1,0,4,53064.8,24295.44,2371.64,22.3,1,6,0,0,33,0
3215,1951,-1,1,1,0,2,2,126619.95,38069.03,9153.44,4232.75,1,6,1,1,30,1
17025,2707,57,0,0,0,1,2,46258.08,16040.272,1744.71,485.116,1,2,0,0,2,1
9969,1620,40,2,2,1,1,2,25500.39,17203.63,1728.34,31.34,1,1,2,1,81,0
1770,4729,-1,0,0,1,1,1,63003.34,44798.96,3417.08,77.47,1,4,0,1,79,1
17478,4066,68,1,1,2,0,1,47657.34,19006.06,2907.25,76.14,1,0,0,1,81,1
13933,1715,23,0,2,0,1,3,82984.83,58511.87,6931.16,18.84,2,2,0,0,25,1
3022,2868,39,0,2,0,1,4,31348.0,16086.95,6586.0,87.25,1,5,0,1,10,0
5401,2808,41,1,3,0,0,2,62429.0,19143.96,3331.36,2.8,2,1,0,0,25,0
7856,2811,-1,0,2,0,0,3,45769.93,26967.18,9281.32,89.47,3,0,2,0,103,1
6875,86,51,0,2,1,1,4,44516.72,19312.85,4430.56,11.89,1,6,1,0,60,0
5191,3662,27,0,0,0,0,3,82602.68,28470.19,5233.28,110.51,1,3,1,0,22,0
4619,2559,-1,0,0,0,1,4,66050.81,43453.42,3644.36,147.23,1,1,0,0,103,1
15090,4468,30,1,2,1,1,1,143566.54,103370.288,29834.8,1604.824,0,0,1,0,51,1
13592,1866,20,0,1,0,1,1,39243.78,13797.32,7902.64,149.99,0,3,0,0,27,0
8719,4371,43,1,2,1,2,1,52133.93,22755.76,1969.02,61.85,0,2,1,1,5,0
17481,565,48,1,2,0,0,1,71559.05,50197.812,5302.31,540.74,2,1,2,0,23,0
12073,2844,20,1,2,1,1,4,84103.14,50757.97,1969.28,1913.18,2,4,0,1,74,1
8146,410,26,1,2,0,0,1,109323.83,64679.22,1640.2,28.47,1,5,0,0,23,0
7968,1502,40,1,0,2,0,1,40621.74,22185.75,8246.3,36.58,2,3,1,0,10,0
4264,420,28,0,0,1,0,2,77734.81,37710.48,7652.78,52.37,3,4,0,1,97,1
11501,2301,40,1,2,0,1,4,63849.79,24985.7,8700.88,257.46,1,4,2,1,101,0
6825,4361,44,2,2,1,0,1,72238.44,48804.57,6950.06,25.42,0,4,0,0,107,0
8113,934,44,1,2,1,1,1,77543.56,58913.12,14206.98,16.86,0,2,2,1,97,0
701,2484,27,1,2,0,0,2,33098.95,16785.9,3440.28,436.7,3,2,0,0,15,1
6170,2371,-1,0,0,0,1,2,57200.86,22216.75,6202.76,204.58,0,6,0,1,91,0
11923,2135,35,0,0,2,0,0,81567.85,61270.07,2557.68,9.03,3,1,0,0,65,1
8159,58,39,1,0,0,0,4,35589.67,14940.17,4753.04,47.76,1,6,2,0,83,0
6870,3714,40,0,1,0,0,3,81417.9,28609.97,5286.4,23.34,1,7,0,0,47,0
4423,3954,-1,1,0,0,0,4,78607.27,26298.62,3139.6,37.85,2,6,0,1,62,0
6862,4329,50,0,0,2,0,3,69066.93,25037.31,4264.2,369.62,2,3,0,0,29,0
6986,1364,29,0,0,1,0,4,64415.67,20314.79,1585.88,200.84,3,4,0,0,36,1
4868,2808,41,1,3,0,0,2,62429.0,19143.96,3331.36,89.6,1,4,0,0,25,0
9490,4371,43,1,2,1,2,1,52133.93,22755.76,1969.02,48.63,0,1,0,1,5,0
4376,4158,33,0,2,1,2,3,50420.89,37480.65,3313.74,262.34,1,7,0,0,6,0
13059,2447,-1,1,2,2,1,3,65785.94,47610.55,9216.4,11.81,2,2,1,0,78,0
9544,779,39,2,2,0,0,1,105346.36,70221.62,606.58,58.92,3,5,0,1,108,0
2926,3613,24,1,1,0,3,2,72453.72,40632.88,12477.5,177.44,3,1,0,0,89,1
17033,2724,37,0,2,1,3,1,59842.66,29010.152,9567.39,31.476,1,0,0,0,59,0
9825,4207,47,0,0,2,0,2,35042.93,27165.49,9559.02,405.16,1,5,0,0,76,0
9479,3061,40,1,2,0,0,0,152070.98,93916.65,15743.6,92.85,1,4,0,1,109,0
15045,1115,37,1,3,0,1,4,39001.47,30975.372,2561.71,187.824,1,4,0,0,30,1
15484,3349,34,1,3,1,0,1,80504.69,42262.692,110.14,170.34,1,5,0,1,48,0
16580,1392,34,1,1,2,0,0,62675.04,48885.144,4123.22,10.4,1,0,0,0,104,1
4350,266,20,1,2,1,1,2,38333.58,21823.8,2333.04,264.11,2,5,1,0,88,0
11880,1532,18,1,3,1,1,0,87625.34,37593.59,15093.7,336.46,3,6,0,0,107,1
3697,1243,30,0,2,1,1,0,42999.96,30165.59,1061.74,424.11,3,4,0,0,55,1
2013,2727,39,1,2,0,1,2,82262.71,58990.72,4443.04,134.78,1,4,2,1,79,1
14588,2394,43,0,0,0,1,4,29175.59,13360.19,1977.92,155.62,2,0,0,0,70,0
12371,3950,49,0,0,0,0,2,47733.97,16521.77,545.3,149.9,2,7,1,0,71,1
5677,1870,34,0,0,1,1,1,76848.7,26636.83,7330.42,67.85,1,2,0,1,90,0
10275,4823,42,1,3,0,1,0,80820.41,53570.22,15987.88,373.77,2,6,0,0,83,0
11633,3184,31,0,2,3,1,2,122637.11,37840.32,4206.98,178.78,1,4,1,0,90,0
2147,2634,46,1,2,0,0,4,79042.24,57290.85,724.04,356.2,1,3,0,0,63,0
