TransactionNumber,UserID,Age,Gender,Occupation,EducationLevel,MaritalStatus,NumDependents,MerchantID,TransactionType,TransactionLocation,DeviceType,Latitude,Longitude,Terrorism,UserTenure,txn_month,txn_day,email_domain,Income_y,Expenditure_y,GiftsTransaction_y,IsFraud
2944,1068,28,0,3,2,3,2,3,2,5,0,-31.840233,145.612793,0,48,9,24,4,60095.7,47584.33,586.1,1
10591,1160,42,0,3,1,2,0,3,1,4,0,-31.840233,145.612793,1,110,10,16,2,108228.91,70726.21,19159.98,0
15340,2158,24,0,0,0,2,0,3,0,6,0,-20.917574,142.702789,1,36,8,18,4,65287.72,38580.148,1808.61,1
8638,2792,-1,0,3,1,0,1,4,0,4,0,-20.917574,142.702789,0,3,12,16,4,60890.14,34038.71,3166.68,0
10362,3274,40,0,3,0,3,4,5,2,1,1,-20.917574,142.702789,1,4,9,10,2,89819.4,53665.15,1503.38,1
4433,3075,30,1,3,1,3,2,3,3,4,0,-37.0201,144.9646,1,111,10,11,2,47241.47,28495.43,4539.28,1
12331,4505,45,0,2,1,3,4,4,3,3,0,-20.917574,142.702789,0,19,11,17,2,84475.87,64293.0,6955.96,0
4161,2112,41,0,2,1,3,0,2,3,4,1,-41.640079,146.315918,1,58,8,10,2,71410.6,48853.36,276.68,0
3117,436,26,0,3,1,3,0,6,2,6,1,-31.840233,145.612793,1,45,12,12,0,35792.81,17629.4,2656.48,1
15807,1471,45,2,1,0,3,4,6,1,3,1,-31.840233,145.612793,0,67,11,25,2,61353.41,40701.08,1541.61,0
6878,1563,37,0,3,1,2,3,3,3,7,0,-30.000233,136.209152,0,115,12,6,5,132438.63,95605.25,1873.04,0
15382,4034,44,0,1,3,3,2,5,0,3,0,-41.640079,146.315918,1,70,12,8,2,65335.68,49334.272,16294.07,0
10260,4025,50,0,3,0,2,1,0,2,3,0,-25.042261,117.793221,0,70,7,27,4,73368.22,25864.8,1453.8,1
5322,850,36,1,3,1,3,4,4,1,3,0,-37.0201,144.9646,1,29,5,11,2,102352.89,55466.89,3377.9,0
12243,3459,42,2,1,1,2,0,7,2,3,0,-25.042261,117.793221,1,27,7,9,2,62768.43,24860.55,10489.86,1
11603,2066,20,0,1,0,2,3,0,0,1,0,-37.0201,144.9646,1,93,9,23,5,64472.69,21418.2,251.54,0
2419,987,42,0,3,1,3,1,6,0,7,0,-37.0201,144.9646,1,81,11,13,4,49864.6,22072.97,4073.34,0
15161,3690,37,1,3,1,3,4,4,3,4,1,-31.840233,145.612793,0,90,9,11,2,71052.68,48106.284,3536.3,0
14805,1715,23,1,3,0,3,3,5,0,3,0,-37.0201,144.9646,1,25,10,26,2,82984.83,58277.824,6795.26,0
13505,2710,46,1,0,0,2,0,2,3,4,0,-25.042261,117.793221,0,91,12,19,4,34611.18,12975.02,2329.16,0
11976,263,20,0,1,0,2,2,5,3,2,0,-37.0201,144.9646,1,45,7,2,1,27640.95,19572.72,4861.28,0
1017,3026,38,1,2,0,3,2,0,0,2,0,-31.840233,145.612793,0,7,7,16,4,64049.6,45132.92,9682.86,0
11073,2237,43,0,3,1,2,0,2,2,2,0,-31.840233,145.612793,1,98,10,6,0,51679.98,36092.45,4092.48,1
8540,2294,45,0,1,0,2,4,6,2,6,1,-25.042261,117.793221,1,98,10,25,2,133987.93,56115.31,19239.6,1
7743,155,39,0,0,1,2,3,2,3,2,0,-37.0201,144.9646,0,43,9,15,4,59481.43,27141.16,2913.18,0
1928,3077,37,1,3,3,3,2,6,0,6,1,-25.042261,117.793221,1,86,2,1,4,96208.45,73075.09,14680.48,0
17066,2407,24,1,1,0,1,0,5,3,5,0,-31.840233,145.612793,1,47,5,7,5,52760.64,23910.296,3103.6,1
350,1897,25,1,1,1,2,3,4,2,1,1,-31.840233,145.612793,0,10,12,14,5,77186.1,52616.24,6838.68,1
15375,3176,42,0,1,1,3,2,0,3,4,1,-25.042261,117.793221,1,36,7,17,2,126365.89,86534.872,10856.38,0
223,2829,32,1,3,2,2,3,0,1,6,2,-37.0201,144.9646,0,3,7,25,5,76961.02,45107.24,3253.92,1
6030,2850,-1,0,3,1,2,1,6,1,2,2,-37.0201,144.9646,0,74,10,15,5,34815.32,22447.16,21.5,1
17710,1617,18,0,3,0,2,1,5,3,7,0,-31.840233,145.612793,1,53,12,29,4,63035.98,36644.056,3009.44,0
18133,4784,42,0,3,0,2,1,0,3,5,1,-31.840233,145.612793,0,116,10,21,2,89398.3,37023.32,9866.08,0
9179,3627,-1,0,1,0,3,4,4,0,4,0,-30.000233,136.209152,1,81,8,18,5,37515.81,18105.9,8615.72,0
12565,2508,25,0,1,0,3,0,7,3,3,0,-30.000233,136.209152,1,50,6,21,5,69936.08,21567.19,280.22,0
2500,2054,-1,0,3,0,3,1,0,1,4,2,-20.917574,142.702789,0,55,10,2,4,89355.14,27990.79,9095.8,0
13211,585,44,2,3,0,2,3,5,3,1,1,-20.917574,142.702789,1,16,12,6,2,30985.63,11706.36,5030.42,0
564,265,18,2,3,2,3,4,4,2,2,1,-37.0201,144.9646,1,117,11,27,2,122251.78,48769.91,22908.9,1
9774,4406,30,0,1,0,2,0,6,2,7,1,-37.0201,144.9646,1,113,7,18,5,43450.97,17077.37,124.76,1
10367,4497,-1,0,2,0,1,1,7,2,7,1,-37.0201,144.9646,1,101,11,10,2,57419.15,17641.37,1027.96,1
14022,1302,18,1,3,1,3,1,1,2,5,1,-37.0201,144.9646,1,64,12,22,2,72914.97,42960.45,8077.48,1
13576,2069,28,1,3,0,2,1,7,3,7,2,-31.840233,145.612793,1,7,9,15,1,120065.07,75313.71,7489.88,0
12476,567,-1,0,0,2,3,3,3,3,3,2,-25.042261,117.793221,0,79,11,24,4,54059.03,19270.13,2854.6,0
3385,2155,26,0,2,0,2,3,2,3,4,1,-31.840233,145.612793,1,92,1,3,4,60007.9,24181.11,5308.9,0
3933,2020,41,1,3,0,3,3,5,3,7,0,-31.840233,145.612793,1,76,10,15,2,83177.87,27412.41,7125.74,1
7959,634,-1,0,2,1,3,2,1,3,4,0,-30.000233,136.209152,1,96,12,5,1,37099.67,20908.35,12492.94,0
2707,409,35,1,2,0,2,3,6,1,2,0,-31.840233,145.612793,1,100,3,25,5,48890.28,32383.31,7366.52,0
2790,2849,51,1,1,0,3,2,4,3,7,1,-31.840233,145.612793,1,8,2,14,2,34986.71,17067.86,1622.9,1
3446,4190,41,0,3,0,3,0,7,1,3,0,-31.840233,145.612793,1,119,6,19,2,61792.78,45666.95,5150.94,0
12609,3190,25,0,1,3,2,0,5,0,2,0,-31.840233,145.612793,1,89,11,30,2,76017.28,45909.28,3645.6,0
3535,4795,44,1,3,2,2,3,0,3,0,2,-37.0201,144.9646,1,106,4,12,5,27120.05,14636.81,558.88,0
13227,193,29,0,1,2,2,2,7,2,1,0,-37.0201,144.9646,1,74,11,18,2,50724.87,21231.06,7078.18,1
18113,2821,39,1,3,0,0,2,5,3,1,0,-20.917574,142.702789,1,85,10,9,5,138234.17,102647.472,1542.29,0
18206,3466,36,0,2,1,2,4,6,3,2,0,-20.917574,142.702789,0,58,7,6,4,91563.96,45149.188,3184.27,0
7525,844,-1,2,3,1,3,4,6,0,6,1,-31.840233,145.612793,0,105,12,18,0,35240.77,27043.69,10516.42,0
821,1173,-1,0,1,2,3,2,4,3,0,0,-20.917574,142.702789,1,79,11,24,0,109320.9,35871.52,6694.16,0
10255,2447,22,0,3,2,3,3,2,3,5,0,-20.917574,142.702789,1,78,10,17,4,65785.94,47610.55,9216.4,1
16930,2758,27,0,0,0,3,1,5,3,2,1,-31.840233,145.612793,0,110,12,30,4,126566.3,79539.196,22524.86,0
8278,3368,-1,0,1,3,2,2,0,2,4,0,-37.0201,144.9646,1,58,12,19,4,76692.62,25371.65,5506.34,1
8273,3487,-1,1,1,1,3,1,5,1,5,1,-31.840233,145.612793,1,113,5,27,3,85524.36,67413.8,608.54,0
13543,3774,29,0,3,1,2,2,5,0,2,0,-30.000233,136.209152,1,4,10,14,4,54962.84,40380.89,4766.94,0
17636,1143,37,1,1,0,0,0,5,2,6,0,-30.000233,136.209152,1,49,3,3,2,75514.73,48347.484,8410.74,1
9023,568,18,2,3,1,3,0,5,3,0,1,-37.0201,144.9646,0,52,1,26,2,29843.77,12134.09,5100.1,0
7645,1276,-1,1,3,1,0,3,3,3,5,0,-25.042261,117.793221,0,37,1,26,2,72127.16,37137.84,8841.94,0
12457,3226,46,1,3,2,2,0,5,3,1,0,-31.840233,145.612793,1,75,4,21,4,77013.22,39757.87,7157.32,0
14041,959,-1,0,1,2,3,4,5,3,7,2,-31.840233,145.612793,0,100,9,14,4,29230.59,18351.55,2815.76,0
2833,1228,28,1,3,1,0,4,0,2,4,2,-20.917574,142.702789,0,99,8,1,0,88724.1,70900.16,5323.3,1
10372,3440,29,1,3,1,3,3,5,2,7,0,-31.840233,145.612793,1,116,11,7,2,102665.49,52131.47,9926.42,1
7406,3906,37,2,3,2,2,2,4,3,1,0,-31.840233,145.612793,1,54,9,14,2,77989.81,36200.95,1155.3,0
12341,1024,31,0,3,2,3,0,4,0,2,1,-31.840233,145.612793,0,40,11,15,2,96518.15,44144.42,1109.24,0
17464,1845,51,0,1,2,2,4,3,3,6,0,-31.840233,145.612793,1,36,11,24,4,34229.18,22367.632,1585.69,1
8240,4524,-1,2,3,1,2,3,1,3,5,0,-37.0201,144.9646,1,117,9,1,0,32717.18,12822.82,3319.52,1
10611,45,39,0,2,1,2,0,3,0,7,1,-20.917574,142.702789,1,84,11,14,2,59143.0,21778.01,480.04,0
12907,867,-1,1,3,1,3,0,5,3,6,0,-31.840233,145.612793,1,10,5,22,1,87015.31,68537.29,958.54,0
9979,4048,41,1,3,1,3,2,7,1,7,2,-30.000233,136.209152,0,10,12,28,2,81376.98,51987.89,2422.42,0
12785,1339,38,0,3,2,2,3,1,1,6,0,-20.917574,142.702789,1,2,10,12,4,77296.83,41202.06,7436.6,0
7768,324,32,0,3,0,2,4,6,0,4,1,-30.000233,136.209152,1,1,12,29,5,41199.48,19323.65,12644.82,0
15421,1211,28,0,0,1,3,1,3,1,5,0,-31.840233,145.612793,1,64,8,20,5,89020.1,45567.088,1154.15,0
4095,990,48,1,2,0,2,1,4,0,6,0,-31.840233,145.612793,1,81,12,3,4,54504.9,38948.96,3958.5,0
2689,2981,26,0,1,1,3,2,1,2,0,0,-20.917574,142.702789,1,44,9,10,4,60259.28,35288.96,1628.6,1
1189,4394,-1,0,1,1,2,2,0,3,0,1,-37.0201,144.9646,0,28,2,28,2,28419.25,11172.93,1201.84,1
9285,4052,32,0,3,1,2,3,7,3,4,0,-37.0201,144.9646,1,86,12,26,4,70083.09,21387.36,1985.28,1
4845,3930,-1,1,3,1,1,1,6,2,0,0,-31.840233,145.612793,1,22,10,11,2,130959.8,99954.04,10571.36,1
5210,4052,32,0,3,1,2,3,0,2,4,1,-37.0201,144.9646,1,86,12,26,4,70083.09,21387.36,1985.28,1
3990,3884,41,0,1,0,3,3,0,1,5,2,-25.042261,117.793221,0,60,10,12,2,91759.8,68532.05,7200.54,1
8060,3158,-1,0,1,3,2,2,2,3,3,0,-31.840233,145.612793,1,119,1,27,2,90773.33,36983.79,1169.78,0
5676,3290,35,2,3,1,3,3,2,0,1,1,-37.0201,144.9646,1,71,11,4,2,38806.94,14110.38,2229.72,0
13214,3818,50,0,3,2,3,0,3,1,3,0,-31.840233,145.612793,0,90,8,18,5,52861.26,36848.91,4482.28,0
13595,1641,33,1,0,2,3,4,2,0,3,0,-37.0201,144.9646,1,106,7,30,5,67775.02,46387.92,3628.24,0
13344,938,31,0,3,1,2,3,1,0,7,0,-37.0201,144.9646,1,94,6,27,2,72318.81,56906.78,19783.9,0
14850,3788,34,1,0,3,3,2,0,1,3,0,-20.917574,142.702789,0,44,10,4,0,60581.7,25548.816,3907.41,0
16319,2707,57,2,1,0,3,2,1,0,2,0,-31.840233,145.612793,1,2,12,19,2,46258.08,16040.272,1744.71,0
3880,881,31,0,1,2,3,2,1,3,1,0,-30.000233,136.209152,0,59,11,18,2,124611.51,46970.67,4096.98,0
13554,3217,31,1,3,1,3,2,6,0,3,1,-37.0201,144.9646,1,86,7,9,5,97066.87,37213.11,8053.96,0
12499,3390,31,0,3,1,3,1,0,1,7,1,-25.042261,117.793221,1,65,12,21,4,25794.6,14691.33,1615.96,0
10694,1831,-1,1,3,0,2,1,4,2,6,0,-20.917574,142.702789,1,49,7,31,2,59281.81,30489.98,6038.56,1
4934,28,29,1,0,1,3,4,6,0,3,2,-20.917574,142.702789,1,103,8,21,4,62299.85,22359.9,474.06,0
12334,1647,28,1,1,1,0,4,1,2,5,0,-25.042261,117.793221,0,12,2,19,0,56484.61,19096.81,4766.9,1
17554,4578,47,0,3,2,2,3,4,3,6,0,-41.640079,146.315918,1,53,8,22,2,85829.16,41729.92,11365.72,0
7746,3959,37,0,3,3,3,0,6,0,1,0,-37.0201,144.9646,0,103,1,7,5,58841.98,37940.13,8248.92,1
12446,4553,32,1,3,0,3,3,0,2,0,0,-20.917574,142.702789,0,51,7,22,2,144175.42,99481.96,5897.94,1
5235,2069,28,1,3,0,2,1,4,3,6,0,-31.840233,145.612793,1,7,3,11,1,120065.07,75313.71,7489.88,0
3945,1930,-1,1,3,1,1,3,7,3,2,0,-25.042261,117.793221,0,60,4,27,4,50219.92,24684.27,2572.26,1
10121,1538,-1,0,3,1,2,4,5,3,2,1,-37.0201,144.9646,1,67,9,22,2,84701.46,36169.55,3634.54,0
2164,3692,21,1,2,1,2,0,6,3,3,0,-37.0201,144.9646,1,103,8,17,5,87077.75,35069.17,2956.92,0
2886,1401,-1,1,1,1,3,1,4,3,1,1,-31.840233,145.612793,0,99,8,12,5,63730.7,34006.53,446.38,0
10109,4553,32,1,3,0,3,3,0,0,3,0,-20.917574,142.702789,0,51,7,22,2,144175.42,99481.96,5897.94,0
17015,2215,39,1,3,1,2,2,4,3,2,0,-37.0201,144.9646,0,43,9,13,2,38614.4,23216.164,2905.3,0
14179,1159,38,0,3,0,3,4,1,3,4,0,-20.917574,142.702789,1,49,9,18,4,143379.3,83410.12,14988.98,1
16007,1916,33,1,1,1,2,1,3,3,1,0,-31.840233,145.612793,1,13,11,25,2,48587.65,33861.26,5960.5,0
10525,824,23,1,0,1,3,2,4,2,3,2,-37.0201,144.9646,1,62,8,20,2,72906.66,51861.53,5411.66,0
5666,1964,43,0,0,3,3,0,6,3,3,0,-31.840233,145.612793,1,64,7,5,2,53094.75,37888.37,1665.02,0
172,368,-1,1,1,1,2,1,7,2,0,0,-31.840233,145.612793,0,97,4,30,2,39851.41,19378.87,2294.96,1
639,4020,34,1,3,2,3,4,7,3,4,0,-31.840233,145.612793,0,57,12,29,2,55429.36,20157.6,4242.6,0
10836,4041,32,1,3,1,2,0,5,2,3,0,-37.0201,144.9646,1,91,1,28,2,26292.53,7928.76,735.72,1
14162,1862,34,0,3,0,2,4,2,3,2,1,-25.042261,117.793221,1,113,7,1,2,21657.6,11574.11,2852.18,0
17068,823,21,1,3,0,3,4,4,3,6,2,-37.0201,144.9646,0,65,7,25,2,49396.59,20128.156,4507.7,0
11980,4296,30,1,2,0,3,0,4,3,3,1,-31.840233,145.612793,1,88,8,15,4,109332.14,85520.36,9495.48,0
5065,462,33,1,1,0,2,4,4,1,4,0,-31.840233,145.612793,1,35,2,16,0,127411.49,76032.15,11904.0,0
15633,2802,45,1,1,2,3,0,1,3,0,0,-20.917574,142.702789,0,85,9,1,1,34891.8,15247.356,2385.49,1
14791,1417,31,1,1,1,3,0,2,1,1,1,-37.0201,144.9646,1,92,2,14,2,65608.99,42269.672,2590.67,0
7435,2490,26,0,1,2,2,1,1,0,1,0,-30.000233,136.209152,0,95,10,1,5,45812.38,28966.32,3332.24,1
13071,4289,30,0,3,0,2,0,2,3,7,1,-31.840233,145.612793,0,54,6,12,4,52323.96,27978.18,397.92,1
10024,4269,-1,1,1,3,2,0,5,2,4,0,-20.917574,142.702789,0,21,9,28,1,66797.14,53330.98,1380.44,1
13310,1666,43,2,1,0,2,4,7,1,1,0,-20.917574,142.702789,1,19,12,6,2,79555.39,53246.69,8011.76,1
8919,2550,38,1,2,3,2,4,3,0,6,0,-37.0201,144.9646,0,108,12,1,1,63894.57,24826.38,3676.42,0
17425,3702,23,1,1,0,3,3,1,3,5,0,-31.840233,145.612793,0,31,3,9,2,117850.22,66399.604,1360.52,0
17744,501,28,1,1,0,2,0,7,2,4,1,-25.042261,117.793221,1,32,3,11,2,46029.17,33187.876,3440.58,1
9026,817,23,0,3,0,2,4,1,2,7,0,-20.917574,142.702789,1,73,9,20,2,72479.4,25785.1,13750.5,1
2486,677,42,1,3,0,2,0,3,0,3,0,-25.042261,117.793221,0,57,2,23,4,115866.84,91391.38,23595.48,0
9322,3369,36,1,1,0,3,2,3,3,4,0,-20.917574,142.702789,1,99,10,22,2,84724.52,38765.95,5012.62,0
14412,3316,35,1,3,1,3,1,6,3,7,0,-31.840233,145.612793,1,36,4,5,4,39065.8,14355.26,3391.36,0
12559,4674,-1,2,3,0,2,0,4,3,6,0,-20.917574,142.702789,1,31,2,5,2,67453.51,25363.89,952.92,1
8257,3859,19,2,3,0,3,2,1,0,5,0,-37.0201,144.9646,1,77,5,25,2,37482.98,21392.7,7608.34,0
14600,770,32,0,3,0,2,0,4,3,6,1,-20.917574,142.702789,0,59,11,29,5,71219.79,56286.9,322.42,0
15602,4915,44,0,1,1,3,1,0,3,5,1,-31.840233,145.612793,1,87,8,27,2,162197.09,65734.236,30731.0,0
2024,3525,39,1,3,2,3,1,2,3,2,0,-30.000233,136.209152,1,36,12,23,2,103474.27,50483.92,6428.02,0
1872,121,-1,0,3,1,2,4,0,0,3,0,-31.840233,145.612793,0,64,6,14,2,28390.55,17753.11,1071.66,0
354,2629,23,1,1,1,3,2,4,3,4,0,-20.917574,142.702789,1,60,11,29,2,95411.12,47616.3,11752.9,0
5360,3709,21,1,3,0,3,3,0,2,6,0,-37.0201,144.9646,1,85,9,13,4,43054.32,29824.22,5000.52,1
11891,4465,-1,1,3,3,2,1,5,0,4,0,-37.0201,144.9646,1,33,12,29,4,88654.71,40531.79,11586.12,0
12859,1628,29,1,1,2,2,2,3,0,7,2,-37.0201,144.9646,1,89,12,18,3,73219.26,55288.74,10573.32,1
1164,2806,55,0,2,0,2,0,1,3,5,2,-31.840233,145.612793,0,24,11,13,5,65487.51,51490.74,6571.42,0
16496,2480,32,0,3,0,2,3,5,3,6,1,-37.0201,144.9646,1,46,5,20,0,73570.17,53568.116,4051.02,0
17156,913,32,1,1,1,3,0,7,2,5,1,-37.0201,144.9646,1,8,4,27,0,92685.82,27903.556,10349.89,1
3395,120,32,1,1,1,2,2,0,1,0,0,-31.840233,145.612793,0,83,12,1,2,122250.11,86674.46,13786.36,1
15899,4974,51,0,2,0,3,3,6,0,6,0,-37.0201,144.9646,1,75,7,10,4,84790.05,60986.844,1164.6,0
3127,1598,37,1,3,2,2,1,6,3,0,2,-37.0201,144.9646,1,30,11,2,4,33425.17,23869.4,532.22,1
9694,882,-1,0,3,0,0,2,2,1,6,1,-31.840233,145.612793,1,118,8,4,0,55921.78,24114.23,5129.32,0
14335,3336,31,2,3,0,2,0,2,3,3,2,-37.0201,144.9646,0,18,2,17,3,93197.13,68415.46,6608.68,0
14734,1579,27,0,3,2,2,1,6,3,6,0,-37.0201,144.9646,1,102,2,4,4,118081.17,57728.032,4084.41,0
9383,3116,39,1,1,2,2,3,3,1,1,0,-25.042261,117.793221,1,59,3,5,4,49617.27,37539.36,2812.08,1
14586,2782,39,0,2,2,3,3,4,3,2,0,-31.840233,145.612793,1,55,1,23,4,32462.58,19999.97,414.86,0
4354,1569,-1,1,2,0,3,0,0,0,0,1,-31.840233,145.612793,0,45,11,8,4,26567.46,20074.43,2297.28,0
13609,2188,22,0,3,0,0,0,5,3,3,0,-20.917574,142.702789,1,52,9,19,0,61416.62,42637.27,1757.14,0
13818,352,-1,1,3,0,2,4,2,3,5,0,-25.042261,117.793221,1,66,3,11,2,74766.37,42912.59,4052.72,1
3587,2525,43,1,1,0,2,4,7,3,1,0,-37.0201,144.9646,1,72,8,30,4,35592.73,26725.69,3585.92,0
10556,1981,-1,0,3,1,3,0,3,3,3,1,-25.042261,117.793221,1,105,12,15,4,48811.06,26419.17,11749.04,0
10185,3209,26,0,1,1,3,3,3,1,3,0,-20.917574,142.702789,1,62,1,8,2,91455.39,46324.23,21006.74,0
324,1459,26,0,1,1,2,4,3,3,0,0,-31.840233,145.612793,0,107,5,10,2,64063.24,51138.23,11318.26,1
7890,4713,49,0,2,0,2,2,4,2,3,0,-30.000233,136.209152,1,7,3,3,5,37792.68,11404.91,3363.82,0
5171,4899,41,0,3,0,3,4,7,3,2,1,-37.0201,144.9646,1,66,10,16,5,46393.63,17504.61,3851.94,0
5648,3085,27,1,1,0,2,2,7,3,1,0,-37.0201,144.9646,1,65,3,9,1,40705.15,24478.42,6908.44,0
6743,95,22,1,3,1,2,1,2,3,1,0,-31.840233,145.612793,1,24,7,23,4,119078.31,55712.97,6266.7,0
14971,3843,39,1,1,1,3,1,2,3,2,1,-41.640079,146.315918,1,72,6,21,2,125205.84,51566.496,7004.93,0
3209,3723,47,0,0,1,3,4,2,3,2,1,-31.840233,145.612793,1,21,11,19,5,20077.9,12188.55,1602.44,1
16645,631,18,1,3,1,3,0,4,3,7,0,-20.917574,142.702789,0,26,2,26,5,39239.71,14163.08,3311.42,0
12493,464,37,2,3,1,2,4,7,3,0,1,-31.840233,145.612793,1,95,3,29,2,88431.49,66617.76,6417.22,0
4752,3616,47,1,2,0,2,3,5,2,5,0,-31.840233,145.612793,1,29,12,24,0,26761.94,10016.3,3734.92,1
8879,1860,39,0,3,1,3,2,3,3,6,0,-37.0201,144.9646,0,47,7,28,5,108752.09,80145.44,6789.7,0
2379,4039,33,1,1,0,3,1,0,0,1,0,-37.0201,144.9646,0,22,7,13,3,22538.26,9420.28,1346.24,0
16743,3930,23,1,3,1,1,1,3,1,3,2,-31.840233,145.612793,1,22,2,5,2,130959.8,99554.224,10364.07,0
8021,2580,29,1,1,0,2,2,6,1,3,2,-37.0201,144.9646,1,62,2,7,2,45208.81,15080.78,2130.9,0
14930,3519,37,1,1,0,3,3,0,3,3,1,-25.042261,117.793221,1,88,8,12,0,73209.06,45052.108,1422.69,0
6658,4033,39,0,1,1,1,0,4,2,5,0,-25.042261,117.793221,1,19,4,6,5,51334.38,17714.29,2392.48,1
16917,4919,41,0,1,0,3,1,0,3,1,0,-37.0201,144.9646,0,112,2,17,1,84593.47,45910.26,2037.33,0
8177,4037,44,1,3,1,1,0,5,3,5,1,-37.0201,144.9646,1,53,5,27,3,66453.95,46178.16,5306.52,0
7857,3528,-1,1,0,0,2,0,0,0,6,0,-20.917574,142.702789,0,7,9,5,3,44521.05,32680.71,295.3,1
4421,674,43,1,0,2,1,2,5,2,0,0,-31.840233,145.612793,1,23,11,25,5,27341.31,21012.43,4632.72,1
1101,3375,-1,1,1,1,2,0,2,2,7,1,-37.0201,144.9646,1,40,5,17,5,92221.06,61643.79,3825.48,1
11042,4946,30,1,2,1,2,0,2,1,6,0,-25.042261,117.793221,1,48,10,1,5,37583.17,26352.02,5720.78,0
8609,3000,45,0,3,1,2,4,3,3,4,0,-41.640079,146.315918,1,78,1,27,2,53488.77,25604.23,461.82,1
8061,323,38,0,3,0,3,2,6,3,4,0,-20.917574,142.702789,0,34,7,25,2,89850.57,47555.06,4023.98,0
3250,637,44,0,1,1,3,0,4,3,3,0,-20.917574,142.702789,1,102,12,28,2,52572.57,16954.64,3759.22,0
3557,645,40,1,3,0,3,1,0,2,6,0,-31.840233,145.612793,0,22,8,31,5,105447.65,38679.52,10615.08,1
709,1448,26,1,0,0,2,1,3,2,7,1,-31.840233,145.612793,1,101,10,12,2,66292.04,38149.75,4545.36,1
118,2862,40,0,3,1,2,1,3,3,1,1,-37.0201,144.9646,1,55,11,21,2,36822.62,21930.32,527.6,0
10214,3423,-1,1,3,1,2,1,4,3,4,0,-31.840233,145.612793,1,20,3,19,2,72005.84,31660.19,3841.44,0
4598,2935,54,1,0,3,2,4,7,2,5,1,-31.840233,145.612793,1,9,8,8,2,46730.01,17524.03,3686.48,1
2042,951,47,1,1,0,2,0,2,0,4,2,-37.0201,144.9646,1,55,1,10,0,59027.2,37370.9,291.66,0
7419,247,-1,0,3,2,2,0,0,1,0,0,-37.0201,144.9646,1,107,7,14,0,43696.4,22895.95,3964.96,0
6130,4958,-1,1,3,0,3,3,0,2,0,0,-20.917574,142.702789,1,23,10,28,0,52958.7,16766.05,2251.82,1
10610,4145,-1,0,3,1,3,3,6,2,2,0,-20.917574,142.702789,0,102,9,2,4,44506.03,22856.31,3475.5,1
317,4500,42,1,0,0,3,0,6,0,3,2,-25.042261,117.793221,1,75,2,4,4,61158.2,38909.2,3975.54,0
11518,1888,33,0,3,1,2,2,6,3,0,1,-35.473469,149.012375,1,37,8,25,5,109586.07,81652.52,7381.78,0
5315,3778,18,1,3,0,1,3,7,3,0,2,-37.0201,144.9646,1,34,8,18,5,70666.4,54694.39,6550.66,0
14765,4861,26,0,3,2,3,1,5,3,1,1,-31.840233,145.612793,0,70,8,8,2,69972.87,47454.848,5957.19,1
6606,3109,41,0,2,3,3,4,1,3,7,0,-25.042261,117.793221,1,75,4,16,2,65760.45,33635.45,18931.34,1
17339,3459,42,1,1,1,2,0,3,0,0,1,-25.042261,117.793221,1,27,7,4,2,62768.43,24761.108,10284.17,1
5003,400,28,1,2,1,3,2,3,1,2,1,-41.640079,146.315918,1,101,12,7,2,36902.58,15088.22,2092.24,0
6523,3441,-1,2,3,3,2,3,2,2,1,2,-37.0201,144.9646,1,107,3,20,2,66432.94,28305.69,5773.02,1
9573,3007,32,1,3,1,2,1,6,1,0,1,-31.840233,145.612793,1,30,2,18,2,75974.36,31216.01,265.66,1
4273,1356,31,1,3,0,3,4,7,2,2,1,-37.0201,144.9646,1,41,9,17,4,111153.34,64926.45,8080.12,1
5739,3374,18,1,3,1,3,4,4,0,7,0,-31.840233,145.612793,0,115,3,20,5,111531.92,36911.06,254.22,0
16812,3731,31,0,1,1,2,3,6,3,2,0,-31.840233,145.612793,0,57,3,26,5,67293.53,32267.72,1094.49,0
5470,1406,-1,1,2,1,2,4,1,0,0,0,-20.917574,142.702789,1,80,11,25,2,96720.27,39723.77,7737.94,0
5816,2593,-1,1,1,0,2,0,6,0,2,2,-41.640079,146.315918,0,9,1,18,2,103354.49,36573.31,6818.06,0
14877,4419,44,0,3,0,3,3,1,3,4,1,-37.0201,144.9646,1,103,7,20,2,61538.38,38317.852,1340.26,0
87,2090,40,2,3,3,2,0,4,3,0,1,-31.840233,145.612793,0,60,10,5,2,122235.52,37104.55,1038.42,1
7630,627,30,0,2,0,3,1,1,2,0,2,-31.840233,145.612793,1,30,12,29,5,113681.03,46558.63,454.02,1
4163,710,35,0,2,1,2,1,2,0,7,0,-20.917574,142.702789,0,67,12,8,0,20032.97,8423.96,791.88,1
3382,3696,23,0,2,0,3,0,6,1,6,1,-30.000233,136.209152,1,103,7,22,5,68546.41,46299.72,6722.56,0
403,3127,30,1,1,0,2,4,6,3,0,0,-20.917574,142.702789,1,6,7,7,2,62229.57,30535.72,3326.28,0
4911,1339,-1,0,3,2,2,3,5,0,7,1,-20.917574,142.702789,1,2,10,29,4,77296.83,41202.06,7436.6,0
9365,1388,33,2,1,0,3,2,1,3,3,0,-37.0201,144.9646,1,113,7,18,2,72300.94,31330.55,2579.72,0
18086,1983,23,1,3,2,2,2,5,0,2,0,-37.0201,144.9646,1,71,12,26,0,55573.91,17936.288,498.31,0
6378,2581,35,1,1,0,3,1,6,3,1,0,-37.0201,144.9646,1,27,8,31,5,68787.83,34744.12,14081.7,0
